,Age,CapitalGain,CapitalLoss,HoursPerWeek,Work-Class,Education,Marital_status,Ocupation,Relationship,Race,Sex,Country,prediction
15719,55,0,0,40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States,0
3818,40,0,0,52, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
1448,51,0,0,45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
30796,40,0,0,45, Local-gov, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female, United-States,0
2580,52,0,0,60, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,1
13961,35,0,0,55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, Iran,1
11044,47,0,0,60, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
15610,32,0,880,36, Private, Assoc-acdm, Divorced, Prof-specialty, Unmarried, White, Female, United-States,0
15372,59,0,0,42, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,1
30258,54,0,2415,50, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
5066,45,0,0,50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
31254,36,0,0,50, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
25716,38,0,0,40, Private, 9th, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Male, Mexico,0
17827,25,0,0,8, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Female, Italy,0
8293,73,0,0,12, Private, HS-grad, Widowed, Other-service, Other-relative, White, Female, United-States,0
5938,52,0,0,55, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male, United-States,0
20044,65,0,0,24, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
26551,51,0,0,70, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States,1
29925,43,0,0,40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
11058,21,0,0,35, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male, United-States,0
3052,30,0,0,56, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,1
2165,22,0,0,15, Private, Some-college, Never-married, Other-service, Own-child, Black, Female, United-States,0
22345,68,0,0,22, Private, 5th-6th, Married-spouse-absent, Sales, Not-in-family, White, Male, United-States,0
3318,26,0,0,60, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
21895,71,2050,0,20, Local-gov, Masters, Widowed, Exec-managerial, Not-in-family, White, Male, United-States,1
1920,32,0,0,40, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female, United-States,0
25859,36,7298,0,39, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States,1
21069,23,0,0,30, Private, 12th, Never-married, Machine-op-inspct, Other-relative, White, Male, Mexico,0
26267,37,0,0,40, Private, 5th-6th, Separated, Other-service, Unmarried, White, Female, Mexico,0
11272,40,0,0,50, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,1
25803,62,0,0,20, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
20533,44,0,0,40, Private, Assoc-voc, Separated, Prof-specialty, Not-in-family, White, Female, Dominican-Republic,0
14122,31,0,0,13, State-gov, Some-college, Never-married, Tech-support, Not-in-family, White, Male, United-States,0
6978,24,0,0,50, Self-emp-not-inc, 7th-8th, Never-married, Farming-fishing, Own-child, White, Male, United-States,0
26749,64,0,0,8, Private, Masters, Never-married, Prof-specialty, Other-relative, White, Female, United-States,0
27639,34,0,0,40, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
3516,19,0,0,25, ?, Some-college, Never-married, ?, Own-child, White, Female, United-States,0
17505,78,0,0,3, ?, Bachelors, Married-civ-spouse, ?, Husband, White, Male, United-States,1
17541,57,0,0,50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,1
8550,33,0,0,40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
24165,19,0,0,40, Private, HS-grad, Never-married, Other-service, Own-child, White, Female, El-Salvador,0
5174,23,0,0,20, Private, Bachelors, Never-married, Sales, Own-child, White, Male, United-States,0
6695,35,0,0,38, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female, United-States,0
22713,61,0,0,40, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
26031,38,0,2444,45, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female, United-States,0
19702,33,0,0,60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
3574,68,0,2377,60, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
3645,33,1055,0,40, Private, HS-grad, Never-married, Other-service, Own-child, White, Female, United-States,0
28283,35,0,0,70, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male, United-States,0
20240,36,0,0,50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
16327,51,0,0,40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
5396,17,0,0,25, Private, 11th, Never-married, Other-service, Own-child, White, Male, United-States,0
25641,52,0,0,55, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
21867,25,0,0,40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States,1
29813,34,4064,0,50, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,1
25949,46,0,0,40, Private, 9th, Separated, Machine-op-inspct, Not-in-family, White, Female, Ireland,0
28639,36,0,0,48, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male, United-States,0
22672,50,0,0,40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
30913,38,99999,0,70, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
10803,34,0,0,40, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male, United-States,0
23713,30,0,0,40, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,1
30416,34,0,0,40, Federal-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male, United-States,0
18643,33,0,0,40, Federal-gov, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,1
8834,23,0,0,30, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male, United-States,0
842,51,0,0,40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
25049,36,0,0,40, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
8632,60,0,1485,50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
30673,20,0,0,28, ?, HS-grad, Never-married, ?, Not-in-family, White, Female, United-States,0
13870,56,0,0,40, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
4616,36,3674,0,40, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female, United-States,0
5405,57,0,0,40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
10288,41,0,0,72, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, ?,1
32327,28,0,0,40, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male, Hong,0
2528,47,0,0,30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
23024,23,0,0,40, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,0
4388,29,0,0,55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
11131,22,0,0,30, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female, United-States,0
16005,54,0,0,40, Private, HS-grad, Widowed, Other-service, Unmarried, White, Female, United-States,0
1214,20,0,0,16, Private, Some-college, Never-married, Other-service, Own-child, White, Male, United-States,0
32431,51,0,0,48, Private, 7th-8th, Divorced, Machine-op-inspct, Not-in-family, White, Female, United-States,0
16711,18,0,0,20, Private, Some-college, Never-married, Sales, Not-in-family, White, Female, United-States,0
17385,39,0,625,35, State-gov, HS-grad, Separated, Adm-clerical, Unmarried, White, Female, United-States,0
15618,37,0,0,60, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
3590,23,0,0,48, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male, United-States,0
14456,23,0,0,32, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male, United-States,0
3384,47,15024,0,40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female, United-States,1
30055,40,0,0,40, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
4739,33,0,0,40, Federal-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female, United-States,0
5112,39,0,0,40, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male, Poland,1
32215,55,0,0,40, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Male, United-States,0
11219,70,10566,0,40, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
29922,26,0,0,20, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female, United-States,0
356,65,0,0,40, Private, 11th, Widowed, Other-service, Unmarried, Other, Male, United-States,0
28681,54,0,0,40, Local-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Female, United-States,0
31481,40,0,0,40, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
898,30,0,0,45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
11903,34,2036,0,30, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male, United-States,0
2130,28,0,0,40, State-gov, 11th, Separated, Adm-clerical, Unmarried, Asian-Pac-Islander, Female, India,0
1091,44,0,0,50, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Male, United-States,0
11868,49,0,0,40, State-gov, 10th, Married-civ-spouse, Other-service, Husband, White, Male, United-States,0
5173,37,0,0,50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
32333,37,0,0,50, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
11673,49,0,1669,40, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States,0
17130,59,15024,0,40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
17200,50,0,0,45, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,1
28138,33,0,1741,40, ?, HS-grad, Divorced, ?, Not-in-family, Black, Male, United-States,0
10432,22,0,0,24, Self-emp-inc, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male, United-States,0
5382,26,0,0,45, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
30706,23,0,0,40, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female, United-States,0
7535,36,0,0,40, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female, United-States,0
25545,39,0,0,60, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
8328,46,0,0,40, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,0
6591,33,0,0,40, ?, Assoc-voc, Never-married, ?, Own-child, White, Female, United-States,0
12232,32,15024,0,60, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
22880,43,0,0,40, Private, 12th, Married-civ-spouse, Adm-clerical, Husband, Black, Male, United-States,0
14131,38,0,0,40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
19507,48,0,0,40, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male, United-States,1
22609,48,0,0,48, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Female, United-States,0
24195,29,0,0,40, ?, Some-college, Divorced, ?, Own-child, Black, Male, United-States,0
30613,18,0,0,25, Private, 11th, Never-married, Sales, Own-child, White, Female, United-States,0
25147,43,0,0,50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
689,26,0,0,30, Private, HS-grad, Never-married, Other-service, Other-relative, White, Male, United-States,0
12486,59,0,1887,55, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
999,39,15024,0,50, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
29937,23,0,0,30, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male, United-States,0
17306,30,0,0,45, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female, Germany,0
30247,34,0,0,50, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,0
16297,46,0,0,40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
11980,31,0,0,40, Private, Assoc-voc, Never-married, Other-service, Unmarried, White, Female, United-States,0
11711,49,0,0,40, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male, United-States,0
12746,50,0,1902,40, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
25604,49,0,0,45, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
19591,41,0,1876,40, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,0
17969,60,0,0,46, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
27925,68,0,2392,40, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
23193,23,0,0,60, Private, Some-college, Never-married, Tech-support, Own-child, White, Male, United-States,0
13837,33,0,0,35, Federal-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female, United-States,0
30948,41,4386,0,60, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
24641,54,0,0,55, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
5122,34,0,0,40, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male, United-States,0
7616,39,2635,0,37, Private, 11th, Married-civ-spouse, Other-service, Husband, Black, Male, United-States,0
